0.11 0.4 0.82 0.86 0.91 0.94 1 1 1 1
0.11 0.4 0.82 0.86 0.91 0.94 1 1 1 1
0.11 0.4 0.82 0.86 0.91 0.94 1 1 1 1
0.11 0.4 0.82 0.86 0.91 0.94 1 1 1 1
0.11 0.4 0.82 0.86 0.91 0.94 1 1 1 1
0.11 0.4 0.82 0.86 0.91 0.94 1 1 1 1
0.11 0.4 0.82 0.86 0.91 0.94 1 1 1 1
0.11 0.4 0.82 0.86 0.91 0.94 1 1 1 1
0.11 0.4 0.82 0.86 0.91 0.94 1 1 1 1
0.11 0.4 0.82 0.86 0.91 0.94 1 1 1 1
0.11 0.4 0.82 0.86 0.91 0.94 1 1 1 1
0.11 0.4 0.82 0.86 0.91 0.94 1 1 1 1
0.11 0.4 0.82 0.86 0.91 0.94 1 1 1 1
0.11 0.4 0.82 0.86 0.91 0.94 1 1 1 1
0.11 0.4 0.82 0.86 0.91 0.94 1 1 1 1
0.11 0.4 0.82 0.86 0.91 0.94 1 1 1 1
0.11 0.4 0.82 0.86 0.91 0.94 1 1 1 1
0.11 0.4 0.82 0.86 0.91 0.94 1 1 1 1
0.11 0.4 0.82 0.86 0.91 0.94 1 1 1 1
0.11 0.4 0.82 0.86 0.91 0.94 1 1 1 1
0.11 0.4 0.82 0.86 0.91 0.94 1 1 1 1
0.11 0.4 0.82 0.86 0.91 0.94 1 1 1 1
0.11 0.4 0.82 0.86 0.91 0.94 1 1 1 1
0.11 0.4 0.82 0.86 0.91 0.94 1 1 1 1
0.11 0.4 0.82 0.86 0.91 0.94 1 1 1 1
0.11 0.4 0.82 0.86 0.91 0.94 1 1 1 1
0.11 0.4 0.82 0.86 0.91 0.94 1 1 1 1
0.11 0.4 0.82 0.86 0.91 0.94 1 1 1 1
0.11 0.4 0.82 0.86 0.91 0.94 1 1 1 1
0.11 0.4 0.82 0.86 0.91 0.94 1 1 1 1
0.11 0.4 0.82 0.86 0.91 0.94 1 1 1 1
0.11 0.4 0.82 0.86 0.91 0.94 1 1 1 1
0.11 0.4 0.82 0.86 0.91 0.94 1 1 1 1
0.11 0.4 0.82 0.86 0.91 0.94 1 1 1 1
0.11 0.4 0.82 0.86 0.91 0.94 1 1 1 1
